node_id,material_id,month,ordered_quantity,received_quantity,on_time_quantity,accepted_quantity,average_actual_lead_time_days,lead_time_std_days,quality_incident_count,source_completeness_flag
NODE-0005,MAT-0005,2025-05-01,769.98,682.83,623.47,668.52,8.27,0.92,0,COMPLETE
NODE-0005,MAT-0005,2025-06-01,745.71,674.9,627.7,662.61,8.47,0.92,0,COMPLETE
NODE-0005,MAT-0005,2025-07-01,750.32,711.16,668.58,696.23,8.81,0.92,0,COMPLETE
NODE-0005,MAT-0005,2025-08-01,783.3,764.33,719.07,743.89,9.21,0.92,0,COMPLETE
NODE-0005,MAT-0005,2025-09-01,841.02,810.11,754.92,785.68,9.56,0.92,0,COMPLETE
NODE-0005,MAT-0005,2025-10-01,917.11,845.33,773.98,821.57,9.78,0.92,0,COMPLETE
NODE-0005,MAT-0005,2025-11-01,1003.21,892.26,799.38,872.2,9.83,0.92,0,COMPLETE
NODE-0005,MAT-0005,2025-12-01,1089.84,976.47,856.99,958.47,9.67,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-01-01,1167.46,1092.06,944.93,1070.54,9.37,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-02-01,1227.53,1192.49,1027.73,1162.54,8.98,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-03-01,1263.42,1226.74,1065.0,1190.32,8.6,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-04-01,1271.2,1187.8,1048.47,1153.08,8.34,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-05-01,1250.01,1119.21,1009.42,1092.17,8.24,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-06-01,1202.17,1069.65,985.2,1049.18,8.34,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-07-01,1132.96,1045.42,977.96,1025.79,8.61,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-08-01,1049.99,1012.16,953.08,988.45,8.98,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-09-01,962.4,938.87,880.68,911.84,9.37,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-10-01,879.83,833.05,771.01,808.1,9.68,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-11-01,811.37,733.66,665.57,714.7,9.83,0.92,0,COMPLETE
NODE-0005,MAT-0005,2026-12-01,764.55,678.07,601.81,664.36,9.78,0.92,0,COMPLETE
NODE-0005,MAT-0012,2024-07-01,1194.23,972.98,771.57,918.94,19.33,2.96,1,COMPLETE
NODE-0005,MAT-0012,2024-08-01,1245.2,1029.76,811.55,967.37,20.15,2.96,1,COMPLETE
NODE-0005,MAT-0012,2024-09-01,1270.07,1014.51,785.85,952.63,20.77,2.96,1,COMPLETE
NODE-0005,MAT-0012,2024-10-01,1266.08,957.24,723.51,903.26,21.03,2.96,1,COMPLETE
NODE-0005,MAT-0012,2024-11-01,1233.68,910.59,670.51,864.14,20.88,2.96,1,COMPLETE
NODE-0005,MAT-0012,2024-12-01,1176.44,895.76,645.79,851.15,20.35,2.96,1,COMPLETE
NODE-0005,MAT-0012,2025-01-01,1100.65,885.54,631.74,837.84,19.57,2.96,1,COMPLETE
NODE-0005,MAT-0012,2025-02-01,1014.67,840.03,601.07,790.05,18.73,2.96,1,COMPLETE
NODE-0005,MAT-0012,2025-03-01,927.95,751.58,546.28,705.37,18.04,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-04-01,850.04,652.17,485.58,614.33,17.66,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-05-01,789.53,583.47,445.97,552.96,17.7,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-06-01,753.06,565.73,442.03,537.7,18.13,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-07-01,744.66,590.27,467.14,559.38,18.86,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-08-01,765.25,631.48,500.17,594.81,19.7,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-09-01,812.56,665.43,521.13,624.51,20.45,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-10-01,881.39,687.15,526.95,646.3,20.93,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-11-01,964.15,716.76,535.55,678.19,21.02,2.96,1,PARTIAL
NODE-0005,MAT-0012,2025-12-01,1051.75,782.07,570.06,743.14,20.69,2.96,1,PARTIAL
NODE-0005,MAT-0012,2026-01-01,1134.52,884.93,634.1,839.76,20.04,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-02-01,1203.37,985.75,702.95,930.11,19.2,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-03-01,1250.71,1031.92,742.4,968.95,18.4,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-04-01,1271.34,1007.27,739.31,946.27,17.83,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-05-01,1262.97,948.45,714.35,895.82,17.63,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-06-01,1226.53,906.52,700.13,860.77,17.84,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-07-01,1166.04,895.02,704.16,850.17,18.42,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-08-01,1088.15,881.66,699.07,833.38,19.22,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-09-01,1001.43,829.04,654.35,779.2,20.05,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-10-01,915.44,736.22,571.89,691.1,20.7,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-11-01,839.64,639.03,484.68,602.5,21.02,2.96,1,COMPLETE
NODE-0005,MAT-0012,2026-12-01,782.37,577.45,426.62,547.68,20.93,2.96,1,COMPLETE
NODE-0006,MAT-0001,2024-07-01,1205.69,1061.03,908.57,1033.86,23.28,3.05,0,COMPLETE
NODE-0006,MAT-0001,2024-08-01,1252.06,1113.86,948.36,1079.71,24.27,3.05,0,COMPLETE
NODE-0006,MAT-0001,2024-09-01,1271.56,1092.79,915.68,1058.85,25.01,3.05,0,COMPLETE
NODE-0006,MAT-0001,2024-10-01,1262.04,1031.29,844.78,1004.02,25.33,3.05,0,COMPLETE
NODE-0006,MAT-0001,2024-11-01,1224.56,981.75,785.08,961.07,25.15,3.05,0,COMPLETE
NODE-0006,MAT-0001,2024-12-01,1163.24,962.32,754.72,943.21,24.51,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-01-01,1084.83,944.16,733.35,921.57,23.57,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-02-01,997.96,889.49,692.79,863.21,22.56,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-03-01,912.19,794.44,627.75,769.39,21.73,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-04-01,836.97,692.93,559.81,673.48,21.28,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-05-01,780.59,625.89,518.02,611.9,21.31,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-06-01,749.23,611.85,516.81,599.86,21.84,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-07-01,746.36,640.94,547.82,626.59,22.71,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-08-01,772.3,686.9,587.56,667.58,23.73,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-09-01,824.18,725.66,614.25,702.77,24.63,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-10-01,896.3,752.99,625.12,730.77,25.21,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-11-01,980.72,789.92,640.23,771.06,25.32,3.05,0,COMPLETE
NODE-0006,MAT-0001,2025-12-01,1068.13,863.45,684.05,846.32,24.93,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-01-01,1148.93,972.19,758.18,951.68,24.13,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-02-01,1214.22,1073.49,833.49,1045.04,23.13,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-03-01,1256.8,1115.15,872.89,1080.49,22.17,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-04-01,1271.99,1084.77,864.88,1051.55,21.48,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-05-01,1258.12,1022.04,834.49,995.93,21.23,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-06-01,1216.72,977.17,816.57,957.12,21.49,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-07-01,1152.34,960.59,816.57,941.21,22.18,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-08-01,1072.07,938.88,803.9,915.59,23.15,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-09-01,984.74,877.27,747.97,850.79,24.15,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-10-01,899.98,778.48,654.01,754.08,24.94,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-11-01,827.11,679.85,558.69,661.33,25.32,3.05,0,COMPLETE
NODE-0006,MAT-0001,2026-12-01,774.15,620.34,497.58,606.92,25.21,3.05,0,COMPLETE
NODE-0006,MAT-0006,2024-07-01,1205.02,1055.64,899.89,1004.02,19.58,2.59,1,COMPLETE
NODE-0006,MAT-0006,2024-08-01,1251.67,1108.74,939.72,1048.92,20.41,2.59,1,COMPLETE
NODE-0006,MAT-0006,2024-09-01,1271.5,1088.04,907.5,1028.9,21.04,2.59,1,COMPLETE
NODE-0006,MAT-0006,2024-10-01,1262.32,1026.82,837.15,975.73,21.31,2.59,1,COMPLETE
NODE-0006,MAT-0006,2024-11-01,1225.14,977.46,777.88,934.1,21.15,2.59,1,COMPLETE
NODE-0006,MAT-0006,2024-12-01,1164.06,958.32,747.89,916.97,20.62,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-01-01,1085.8,940.66,727.0,896.24,19.83,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-02-01,998.97,886.54,687.07,839.69,18.98,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-03-01,913.14,791.88,622.66,748.45,18.28,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-04-01,837.75,690.48,555.16,655.0,17.89,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-05-01,781.1,623.31,513.48,594.86,17.93,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-06-01,749.44,609.03,512.07,582.9,18.36,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-07-01,746.23,637.82,542.7,608.68,19.1,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-08-01,771.84,683.48,582.0,648.33,19.95,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-09-01,823.45,721.94,608.31,682.34,20.72,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-10-01,895.38,748.91,618.84,709.37,21.2,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-11-01,979.7,785.4,633.53,748.35,21.29,2.59,1,COMPLETE
NODE-0006,MAT-0006,2025-12-01,1067.14,858.43,676.76,821.4,20.96,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-01-01,1148.07,966.83,750.27,923.91,20.3,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-02-01,1213.58,1068.13,825.21,1014.94,19.45,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-03-01,1256.46,1110.09,864.64,1049.72,18.64,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-04-01,1271.98,1080.07,856.97,1021.83,18.06,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-05-01,1258.45,1017.59,826.93,967.88,17.86,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-06-01,1217.34,972.92,809.26,930.28,18.07,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-07-01,1153.19,956.66,809.54,915.07,18.66,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-08-01,1073.06,935.47,797.36,890.46,19.47,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-09-01,985.76,874.39,742.14,827.63,20.31,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-10-01,900.91,775.95,648.89,733.55,20.97,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-11-01,827.85,677.39,554.05,643.16,21.29,2.59,1,COMPLETE
NODE-0006,MAT-0006,2026-12-01,774.62,617.73,493.11,589.98,21.2,2.59,1,COMPLETE
NODE-0007,MAT-0002,2024-07-01,1221.02,1190.72,1129.84,1171.07,10.78,1.07,0,COMPLETE
NODE-0007,MAT-0002,2024-08-01,1260.32,1236.2,1166.94,1209.56,11.24,1.07,0,COMPLETE
NODE-0007,MAT-0002,2024-09-01,1271.84,1205.62,1121.81,1179.15,11.58,1.07,0,COMPLETE
NODE-0007,MAT-0002,2024-10-01,1254.32,1137.26,1036.85,1117.54,11.73,1.07,0,COMPLETE
NODE-0007,MAT-0002,2024-11-01,1209.68,1082.69,966.01,1069.74,11.65,1.07,0,COMPLETE
NODE-0007,MAT-0002,2024-12-01,1142.84,1055.62,925.6,1044.28,11.35,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-01-01,1061.15,1025.4,891.36,1010.2,10.92,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-02-01,973.62,957.76,834.61,938.18,10.45,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-03-01,889.86,854.17,754.0,835.01,10.06,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-04-01,819.12,750.92,676.16,736.68,9.85,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-05-01,769.17,687.59,632.74,678.49,9.87,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-06-01,745.51,680.24,637.53,673.1,10.11,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-07-01,750.74,717.15,679.34,707.62,10.52,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-08-01,784.3,770.96,730.82,756.3,10.99,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-09-01,842.48,817.35,767.52,799.01,11.41,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-10-01,918.89,853.26,787.33,835.85,11.67,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-11-01,1005.1,901.02,813.67,887.71,11.72,1.07,0,COMPLETE
NODE-0007,MAT-0002,2025-12-01,1091.64,986.1,872.5,975.52,11.54,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-01-01,1168.96,1102.2,961.59,1088.98,11.17,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-02-01,1228.57,1202.47,1044.93,1181.55,10.71,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-03-01,1263.89,1236.04,1081.92,1208.87,10.26,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-04-01,1271.05,1196.34,1064.57,1170.6,9.95,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-05-01,1249.25,1127.23,1024.71,1108.69,9.83,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-06-01,1200.89,1077.23,999.9,1064.93,9.95,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-07-01,1131.29,1052.33,991.96,1040.69,10.27,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-08-01,1048.12,1018.09,965.95,1002.1,10.72,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-09-01,960.54,943.86,892.11,923.97,11.18,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-10-01,878.18,837.51,781.12,818.89,11.55,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-11-01,810.11,738.11,674.89,724.73,11.72,1.07,0,COMPLETE
NODE-0007,MAT-0002,2026-12-01,763.83,682.92,610.99,674.37,11.67,1.07,0,COMPLETE
NODE-0007,MAT-0007,2024-07-01,1215.03,1138.1,1037.26,1074.88,15.8,1.77,1,COMPLETE
NODE-0007,MAT-0007,2024-08-01,1257.23,1186.78,1075.82,1114.86,16.47,1.77,1,COMPLETE
NODE-0007,MAT-0007,2024-09-01,1272.0,1160.2,1036.07,1089.42,16.97,1.77,1,COMPLETE
NODE-0007,MAT-0007,2024-10-01,1257.7,1094.71,957.03,1032.97,17.19,1.77,1,COMPLETE
NODE-0007,MAT-0007,2024-11-01,1215.92,1042.29,890.9,989.12,17.06,1.77,1,COMPLETE
NODE-0007,MAT-0007,2024-12-01,1151.25,1018.43,854.82,967.72,16.63,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-01-01,1070.8,993.15,826.1,939.64,15.99,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-02-01,983.45,930.68,776.13,875.32,15.31,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-03-01,898.79,830.39,701.89,779.33,14.74,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-04-01,826.16,727.65,627.93,685.43,14.43,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-05-01,773.55,662.62,584.92,627.97,14.46,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-06-01,746.74,652.38,586.98,620.05,14.81,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-07-01,748.7,685.96,624.09,650.06,15.41,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-08-01,779.2,736.47,670.53,693.7,16.1,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-09-01,834.89,779.69,702.94,731.75,16.71,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-10-01,909.64,812.08,718.9,763.8,17.1,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-11-01,995.21,855.45,740.46,809.41,17.18,1.77,1,COMPLETE
NODE-0007,MAT-0007,2025-12-01,1082.2,935.93,793.03,889.34,16.91,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-01-01,1161.01,1049.24,876.07,995.68,16.37,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-02-01,1222.98,1150.18,956.39,1085.25,15.69,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-03-01,1261.28,1187.23,994.71,1114.78,15.04,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-04-01,1271.7,1151.44,981.46,1081.7,14.57,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-05-01,1253.09,1085.01,945.67,1024.79,14.4,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-06-01,1207.5,1037.2,923.87,984.85,14.58,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-07-01,1139.95,1015.79,919.44,964.88,15.05,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-08-01,1057.87,986.66,899.15,932.63,15.7,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-09-01,970.3,917.44,832.76,862.28,16.38,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-10-01,886.88,813.98,728.67,764.09,16.92,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-11-01,816.8,714.69,626.69,673.83,17.18,1.77,1,COMPLETE
NODE-0007,MAT-0007,2026-12-01,767.76,657.56,563.66,623.65,17.1,1.77,1,COMPLETE
NODE-0008,MAT-0003,2024-07-01,1220.36,1184.82,1119.27,1178.99,20.22,2.04,0,COMPLETE
NODE-0008,MAT-0003,2024-08-01,1259.99,1230.67,1156.56,1218.4,21.07,2.04,0,COMPLETE
NODE-0008,MAT-0003,2024-09-01,1271.88,1200.55,1112.06,1188.09,21.72,2.04,0,COMPLETE
NODE-0008,MAT-0003,2024-10-01,1254.71,1132.52,1027.77,1125.99,22.0,2.04,0,COMPLETE
NODE-0008,MAT-0003,2024-11-01,1210.39,1078.2,957.47,1077.79,21.84,2.04,0,COMPLETE
NODE-0008,MAT-0003,2024-12-01,1143.79,1051.49,917.57,1051.49,21.29,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-01-01,1062.24,1021.83,883.96,1018.52,20.47,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-02-01,974.71,954.76,827.99,946.3,19.59,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-03-01,890.86,851.53,748.1,842.29,18.87,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-04-01,819.89,748.33,670.68,742.79,18.47,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-05-01,769.64,684.79,627.29,683.66,18.51,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-06-01,745.63,677.1,631.75,677.1,18.96,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-07-01,750.5,713.63,673.01,712.41,19.72,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-08-01,783.71,767.06,723.91,761.35,20.6,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-09-01,841.62,813.1,760.11,804.26,21.39,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-10-01,917.84,848.6,779.48,841.12,21.89,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-11-01,1003.99,895.88,805.26,893.01,21.98,2.04,0,COMPLETE
NODE-0008,MAT-0003,2025-12-01,1090.58,980.45,863.38,980.45,21.64,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-01-01,1168.08,1096.25,951.79,1095.79,20.95,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-02-01,1227.96,1196.61,1034.82,1189.64,20.08,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-03-01,1263.62,1230.58,1071.97,1217.78,19.25,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-04-01,1271.14,1191.33,1055.11,1179.49,18.65,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-05-01,1249.69,1122.53,1015.72,1117.06,18.43,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-06-01,1201.64,1072.78,991.26,1072.78,18.66,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-07-01,1132.27,1048.28,983.74,1048.28,19.26,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-08-01,1049.22,1014.61,958.39,1010.42,20.1,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-09-01,961.63,940.93,885.39,932.0,20.97,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-10-01,879.14,834.9,775.18,826.0,21.65,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-11-01,810.85,735.5,669.41,730.68,21.99,2.04,0,COMPLETE
NODE-0008,MAT-0003,2026-12-01,764.25,680.07,605.59,679.43,21.89,2.04,0,COMPLETE
NODE-0008,MAT-0008,2024-07-01,1219.48,1176.92,1105.19,1149.52,24.32,2.5,0,COMPLETE
NODE-0008,MAT-0008,2024-08-01,1259.54,1223.26,1142.72,1188.61,25.34,2.5,0,COMPLETE
NODE-0008,MAT-0008,2024-09-01,1271.92,1193.75,1099.04,1159.45,26.12,2.5,0,COMPLETE
NODE-0008,MAT-0008,2024-10-01,1255.24,1126.16,1015.66,1098.98,26.46,2.5,0,COMPLETE
NODE-0008,MAT-0008,2024-11-01,1211.34,1072.16,946.08,1052.07,26.27,2.5,0,COMPLETE
NODE-0008,MAT-0008,2024-12-01,1145.06,1045.95,906.85,1027.62,25.6,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-01-01,1063.69,1017.03,874.09,995.06,24.62,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-02-01,976.19,950.73,819.15,924.85,23.56,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-03-01,892.19,847.99,740.21,823.21,22.69,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-04-01,820.94,744.85,663.37,725.66,22.22,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-05-01,770.28,681.05,620.02,667.41,22.26,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-06-01,745.79,672.91,624.06,661.28,22.8,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-07-01,750.17,708.93,664.59,694.7,23.72,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-08-01,782.93,761.86,714.71,742.2,24.78,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-09-01,840.47,807.41,750.25,783.81,25.72,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-10-01,916.45,842.39,769.03,819.49,26.33,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-11-01,1002.51,889.0,794.08,869.84,26.44,2.5,0,COMPLETE
NODE-0008,MAT-0008,2025-12-01,1089.17,972.89,851.25,955.85,26.03,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-01-01,1166.9,1088.28,938.76,1067.85,25.2,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-02-01,1227.13,1188.76,1021.34,1160.01,24.15,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-03-01,1263.24,1223.27,1058.72,1188.09,23.15,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-04-01,1271.26,1184.61,1042.49,1151.09,22.43,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-05-01,1250.29,1116.22,1003.73,1090.29,22.17,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-06-01,1202.65,1066.81,979.74,1047.39,22.44,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-07-01,1133.58,1042.83,972.76,1024.22,23.16,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-08-01,1050.68,1009.93,948.29,987.22,24.17,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-09-01,963.09,937.0,876.43,910.9,25.22,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-10-01,880.44,831.39,767.24,807.26,26.04,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-11-01,811.84,731.99,662.1,713.76,26.44,2.5,0,COMPLETE
NODE-0008,MAT-0008,2026-12-01,764.83,676.27,598.4,663.21,26.32,2.5,0,COMPLETE
NODE-0009,MAT-0004,2024-07-01,1220.44,1185.46,1120.42,1162.35,13.4,1.35,0,COMPLETE
NODE-0009,MAT-0004,2024-08-01,1260.03,1231.27,1157.69,1201.05,13.97,1.35,0,COMPLETE
NODE-0009,MAT-0004,2024-09-01,1271.87,1201.11,1113.12,1171.14,14.4,1.35,0,COMPLETE
NODE-0009,MAT-0004,2024-10-01,1254.67,1133.04,1028.76,1109.99,14.58,1.35,0,COMPLETE
NODE-0009,MAT-0004,2024-11-01,1210.31,1078.69,958.4,1062.56,14.48,1.35,0,COMPLETE
NODE-0009,MAT-0004,2024-12-01,1143.68,1051.95,918.44,1037.49,14.11,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-01-01,1062.12,1022.22,884.77,1004.01,13.57,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-02-01,974.59,955.09,828.71,932.7,12.99,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-03-01,890.75,851.82,748.74,830.16,12.51,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-04-01,819.81,748.61,671.28,732.17,12.25,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-05-01,769.59,685.1,627.88,673.98,12.27,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-06-01,745.61,677.45,632.38,668.3,12.57,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-07-01,750.52,714.01,673.7,702.39,13.07,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-08-01,783.78,767.49,724.66,750.59,13.66,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-09-01,841.71,813.56,760.92,792.86,14.18,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-10-01,917.96,849.11,780.33,829.24,14.51,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-11-01,1004.11,896.44,806.18,880.51,14.58,1.35,0,COMPLETE
NODE-0009,MAT-0004,2025-12-01,1090.7,981.07,864.37,967.6,14.35,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-01-01,1168.18,1096.9,952.86,1080.45,13.89,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-02-01,1228.03,1197.25,1035.92,1172.83,13.32,1.35,0,COMPLETE
NODE-0009,MAT-0004,2026-03-01,1263.65,1231.18,1073.06,1200.43,12.76,1.35,0,COMPLETE
