node_id,recipe_id,period_id,regular_output_capacity,surge_output_capacity,surge_conversion_premium,planned_downtime_fraction,shared_capacity_group_id,shared_capacity_coefficient
NODE-0027,RCP-00024,P06,796.01,199.0,6.9526,0.0,SHR-NODE-0027,1.1004
NODE-0027,RCP-00024,P07,777.71,194.43,6.922,0.0,SHR-NODE-0027,1.1004
NODE-0027,RCP-00024,P08,769.43,192.36,6.9085,0.0,SHR-NODE-0027,1.1004
NODE-0027,RCP-00024,P09,772.85,193.21,6.9155,0.0,SHR-NODE-0027,1.1004
NODE-0027,RCP-00024,P10,787.28,196.82,6.9413,0.0,SHR-NODE-0027,1.1004
NODE-0027,RCP-00024,P11,809.78,202.45,6.9796,0.0,SHR-NODE-0027,1.1004
NODE-0027,RCP-00024,P12,835.8,208.95,7.0209,0.0,SHR-NODE-0027,1.1004
NODE-0024,RCP-00025,P01,809.58,202.39,7.1631,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P02,785.88,196.47,7.187,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P03,769.17,192.29,7.1913,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P04,762.81,190.7,7.1748,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P05,768.12,192.03,7.1418,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P06,784.01,196.0,7.1002,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P07,807.25,201.81,7.0603,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P08,833.12,208.28,7.0318,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P09,856.37,214.09,7.0216,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P10,872.28,218.07,7.0324,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P11,877.62,219.41,7.0614,0.0,SHR-NODE-0024,0.9153
NODE-0024,RCP-00025,P12,871.3,217.83,7.1015,0.0,SHR-NODE-0024,0.9153
NODE-0027,RCP-00026,P01,884.41,221.1,6.0939,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P02,882.03,220.51,6.0612,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P03,868.49,217.12,6.0254,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P04,846.53,211.63,5.9952,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P05,820.62,205.15,5.9781,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P06,796.01,199.0,5.9781,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P07,777.71,194.43,5.9954,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P08,769.43,192.36,6.0257,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P09,772.85,193.21,6.0615,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P10,787.28,196.82,6.0941,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P11,809.78,202.45,6.1155,0.0,SHR-NODE-0027,1.1155
NODE-0027,RCP-00026,P12,835.8,208.95,6.1206,0.0,SHR-NODE-0027,1.1155
NODE-0026,RCP-00027,P01,716.4,179.1,6.3855,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P02,694.27,173.57,6.3477,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P03,676.27,169.07,6.3139,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P04,666.06,166.52,6.2922,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P05,665.71,166.43,6.2881,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P06,675.29,168.82,6.3024,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P07,692.86,173.21,6.3318,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P08,714.84,178.71,6.3689,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P09,736.78,184.2,6.4048,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P10,754.22,188.56,6.4306,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P11,763.62,190.9,6.44,0.0,SHR-NODE-0026,0.8404
NODE-0026,RCP-00027,P12,763.06,190.77,6.4308,0.0,SHR-NODE-0026,0.8404
NODE-0021,RCP-00028,P01,770.74,192.69,6.5464,0.0,,
NODE-0021,RCP-00028,P02,785.95,196.49,6.5262,0.0,,
NODE-0021,RCP-00028,P03,791.84,197.96,6.4928,0.0,,
NODE-0021,RCP-00028,P04,787.22,196.8,6.4544,0.15,,
NODE-0021,RCP-00028,P05,773.02,193.25,6.4203,0.0,,
NODE-0021,RCP-00028,P06,752.12,188.03,6.399,0.0,,
NODE-0021,RCP-00028,P07,728.78,182.19,6.3955,0.0,,
NODE-0021,RCP-00028,P08,707.72,176.93,6.4108,0.0,,
NODE-0021,RCP-00028,P09,693.24,173.31,6.4412,0.0,,
NODE-0021,RCP-00028,P10,688.26,172.06,6.4791,0.0,,
NODE-0021,RCP-00028,P11,693.8,173.45,6.5154,0.0,,
NODE-0021,RCP-00028,P12,708.74,177.18,6.541,0.0,,
NODE-0027,RCP-00029,P01,884.41,221.1,8.4301,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P02,882.03,220.51,8.389,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P03,868.49,217.12,8.3397,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P04,846.53,211.63,8.2941,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P05,820.62,205.15,8.2634,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P06,796.01,199.0,8.2552,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P07,777.71,194.43,8.2715,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P08,769.43,192.36,8.3083,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P09,772.85,193.21,8.3565,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P10,787.28,196.82,8.4044,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P11,809.78,202.45,8.4402,0.0,SHR-NODE-0027,0.9311
NODE-0027,RCP-00029,P12,835.8,208.95,8.4552,0.0,SHR-NODE-0027,0.9311
NODE-0022,RCP-00030,P01,751.3,187.83,6.9215,0.0,,
NODE-0022,RCP-00030,P02,760.77,190.19,6.9379,0.0,,
NODE-0022,RCP-00030,P03,760.34,190.09,6.9344,0.0,,
NODE-0022,RCP-00030,P04,750.09,187.52,6.9119,0.0,,
NODE-0022,RCP-00030,P05,732.11,183.03,6.8759,0.0,,
NODE-0022,RCP-00030,P06,710.04,177.51,6.8352,0.0,,
NODE-0022,RCP-00030,P07,688.38,172.09,6.7998,0.0,,
NODE-0022,RCP-00030,P08,671.51,167.88,6.7783,0.0,,
NODE-0022,RCP-00030,P09,662.87,165.72,6.776,0.0,,
NODE-0022,RCP-00030,P10,664.2,166.05,6.7935,0.0,,
NODE-0022,RCP-00030,P11,675.25,168.81,6.8264,0.0,,
NODE-0022,RCP-00030,P12,693.75,173.44,6.8668,0.0,,
NODE-0028,RCP-00031,P01,721.11,180.28,5.8036,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P02,734.06,183.52,5.8112,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P03,738.02,184.51,5.8019,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P04,732.18,183.05,5.778,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P05,717.74,179.43,5.7454,0.15,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P06,697.61,174.4,5.712,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P07,675.9,168.97,5.686,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P08,657.0,164.25,5.6738,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P09,644.77,161.19,5.6784,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P10,641.67,160.42,5.6986,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P11,648.34,162.09,5.7295,0.0,SHR-NODE-0028,0.9102
NODE-0028,RCP-00031,P12,663.43,165.86,5.7635,0.0,SHR-NODE-0028,0.9102
NODE-0023,RCP-00032,P01,848.01,212.0,6.1631,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P02,827.91,206.98,6.1289,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P03,803.05,200.76,6.1053,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P04,778.48,194.62,6.098,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P05,759.19,189.8,6.1088,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P06,749.09,187.27,6.135,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P07,750.24,187.56,6.1703,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P08,762.41,190.6,6.206,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P09,783.12,195.78,6.2334,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P10,808.16,202.04,6.2457,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P11,832.46,208.12,6.24,0.0,SHR-NODE-0023,0.8434
NODE-0023,RCP-00032,P12,851.08,212.77,6.2176,0.0,SHR-NODE-0023,0.8434
NODE-0029,RCP-00033,P01,582.27,145.57,11.7287,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P02,564.24,141.06,11.6689,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P03,547.79,136.95,11.6336,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P04,536.26,134.07,11.6316,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P05,532.01,133.0,11.6633,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P06,535.88,133.97,11.721,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P07,547.1,136.78,11.7906,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P08,563.39,140.85,11.8549,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P09,581.43,145.36,11.8983,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P10,597.57,149.39,11.9102,0.15,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P11,608.53,152.13,11.8875,0.0,SHR-NODE-0029,0.8665
NODE-0029,RCP-00033,P12,612.08,153.02,11.836,0.15,SHR-NODE-0029,0.8665
NODE-0031,RCP-00034,P01,754.06,188.51,11.8434,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P02,754.46,188.62,11.8407,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P03,745.05,186.26,11.8051,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P04,727.73,181.93,11.7452,0.15,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P05,706.02,176.51,11.6758,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P06,684.33,171.08,11.6137,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P07,667.06,166.76,11.5743,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P08,657.72,164.43,11.5671,0.15,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P09,658.21,164.55,11.594,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P10,668.43,167.11,11.6483,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P11,686.3,171.57,11.7167,0.0,SHR-NODE-0031,1.0078
NODE-0031,RCP-00034,P12,708.19,177.05,11.7826,0.15,SHR-NODE-0031,1.0078
NODE-0030,RCP-00035,P01,724.38,181.09,16.0049,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P02,740.7,185.17,15.9686,0.15,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P03,748.83,187.21,15.8951,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P04,747.11,186.78,15.8026,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P05,735.9,183.97,15.7137,0.15,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P06,717.47,179.37,15.6501,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P07,695.56,173.89,15.6273,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P08,674.62,168.66,15.6511,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P09,658.91,164.73,15.7155,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P10,651.62,162.9,15.8049,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P11,654.22,163.55,15.8972,0.0,SHR-NODE-0030,1.0182
NODE-0030,RCP-00035,P12,666.19,166.55,15.9699,0.0,SHR-NODE-0030,1.0182
NODE-0032,RCP-00036,P01,708.93,177.23,10.5051,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P02,687.58,171.89,10.4935,0.15,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P03,666.59,166.65,10.4543,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P04,650.24,162.56,10.3971,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P05,641.84,160.46,10.3359,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P06,643.1,160.78,10.2857,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P07,653.77,163.44,10.2587,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P08,671.67,167.92,10.2617,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P09,693.18,173.29,10.2937,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P10,713.92,178.48,10.3471,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P11,729.68,182.42,10.4087,0.0,SHR-NODE-0032,0.9659
NODE-0032,RCP-00036,P12,737.27,184.32,10.4635,0.0,SHR-NODE-0032,0.9659
NODE-0031,RCP-00037,P01,754.06,188.51,12.9975,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P02,754.46,188.62,12.9205,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P03,745.05,186.26,12.8526,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P04,727.73,181.93,12.8104,0.15,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P05,706.02,176.51,12.8042,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P06,684.33,171.08,12.8355,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P07,667.06,166.76,12.8967,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P08,657.72,164.43,12.9728,0.15,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P09,658.21,164.55,13.0451,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P10,668.43,167.11,13.096,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P11,686.3,171.57,13.1129,0.0,SHR-NODE-0031,0.9747
NODE-0031,RCP-00037,P12,708.19,177.05,13.0918,0.15,SHR-NODE-0031,0.9747
NODE-0033,RCP-00038,P01,576.99,144.25,12.2045,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P02,559.05,139.76,12.2222,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P03,543.14,135.79,12.2044,0.15,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P04,532.51,133.13,12.1555,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P05,529.3,132.32,12.0874,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P06,534.17,133.54,12.0169,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P07,546.14,136.53,11.9611,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P08,562.76,140.69,11.9338,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P09,580.67,145.17,11.9416,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P10,596.23,149.06,11.9827,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P11,606.28,151.57,12.0469,0.0,SHR-NODE-0033,1.1656
NODE-0033,RCP-00038,P12,608.77,152.19,12.1185,0.0,SHR-NODE-0033,1.1656
NODE-0032,RCP-00039,P01,708.93,177.23,13.2706,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P02,687.58,171.89,13.1979,0.15,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P03,666.59,166.65,13.1202,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P04,650.24,162.56,13.0567,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P05,641.84,160.46,13.0228,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P06,643.1,160.78,13.027,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P07,653.77,163.44,13.068,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P08,671.67,167.92,13.136,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P09,693.18,173.29,13.2143,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P10,713.92,178.48,13.2836,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P11,729.68,182.42,13.3271,0.0,SHR-NODE-0032,1.0918
NODE-0032,RCP-00039,P12,737.27,184.32,13.334,0.0,SHR-NODE-0032,1.0918
NODE-0034,RCP-00040,P01,790.54,197.63,9.7874,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P02,769.22,192.3,9.7584,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P03,745.35,186.34,9.7091,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P04,723.78,180.95,9.6517,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P05,708.89,177.22,9.6002,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P06,703.7,175.93,9.5672,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P07,709.27,177.32,9.5608,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P08,724.46,181.12,9.5825,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P09,746.19,186.55,9.6271,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P10,770.05,192.51,9.6836,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P11,791.19,197.8,9.7382,0.0,SHR-NODE-0034,0.943
NODE-0034,RCP-00040,P12,805.32,201.33,9.7775,0.0,SHR-NODE-0034,0.943
NODE-0033,RCP-00041,P01,576.99,144.25,14.0393,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P02,559.05,139.76,13.9945,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P03,543.14,135.79,13.922,0.15,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P04,532.51,133.13,13.8395,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P05,529.3,132.32,13.7674,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P06,534.17,133.54,13.7231,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P07,546.14,136.53,13.7177,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P08,562.76,140.69,13.7523,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P09,580.67,145.17,13.8185,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P10,596.23,149.06,13.9002,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P11,606.28,151.57,13.9772,0.0,SHR-NODE-0033,1.1489
NODE-0033,RCP-00041,P12,608.77,152.19,14.0308,0.0,SHR-NODE-0033,1.1489
NODE-0029,RCP-00042,P01,582.27,145.57,12.9196,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P02,564.24,141.06,12.8489,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P03,547.79,136.95,12.7733,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P04,536.26,134.07,12.7111,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P05,532.01,133.0,12.6777,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P06,535.88,133.97,12.6812,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P07,547.1,136.78,12.7207,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P08,563.39,140.85,12.7866,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P09,581.43,145.36,12.8628,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P10,597.57,149.39,12.9305,0.15,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P11,608.53,152.13,12.9733,0.0,SHR-NODE-0029,1.0996
NODE-0029,RCP-00042,P12,612.08,153.02,12.9805,0.15,SHR-NODE-0029,1.0996
NODE-0034,RCP-00043,P01,790.54,197.63,10.7537,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P02,769.22,192.3,10.7165,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P03,745.35,186.34,10.6594,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P04,723.78,180.95,10.5964,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P05,708.89,177.22,10.5428,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P06,703.7,175.93,10.5119,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P07,709.27,177.32,10.5112,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P08,724.46,181.12,10.5408,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P09,746.19,186.55,10.5936,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P10,770.05,192.51,10.6565,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P11,791.19,197.8,10.7142,0.0,SHR-NODE-0034,0.8936
NODE-0034,RCP-00043,P12,805.32,201.33,10.7526,0.0,SHR-NODE-0034,0.8936
NODE-0030,RCP-00044,P01,724.38,181.09,9.958,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P02,740.7,185.17,9.9868,0.15,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P03,748.83,187.21,9.9877,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P04,747.11,186.78,9.9603,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P05,735.9,183.97,9.9114,0.15,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P06,717.47,179.37,9.853,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P07,695.56,173.89,9.7993,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P08,674.62,168.66,9.7636,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P09,658.91,164.73,9.7545,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P10,651.62,162.9,9.7743,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P11,654.22,163.55,9.8182,0.0,SHR-NODE-0030,1.0851
NODE-0030,RCP-00044,P12,666.19,166.55,9.8753,0.0,SHR-NODE-0030,1.0851
NODE-0029,RCP-00045,P01,582.27,145.57,15.1167,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P02,564.24,141.06,15.1562,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P03,547.79,136.95,15.1526,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P04,536.26,134.07,15.1068,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P05,532.01,133.0,15.0301,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P06,535.88,133.97,14.9412,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P07,547.1,136.78,14.8619,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P08,563.39,140.85,14.8116,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P09,581.43,145.36,14.8026,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P10,597.57,149.39,14.8371,0.15,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P11,608.53,152.13,14.9068,0.0,SHR-NODE-0029,1.0008
NODE-0029,RCP-00045,P12,612.08,153.02,14.9944,0.15,SHR-NODE-0029,1.0008
NODE-0031,RCP-00046,P01,754.06,188.51,10.2032,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P02,754.46,188.62,10.1798,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P03,745.05,186.26,10.1327,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P04,727.73,181.93,10.0737,0.15,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P05,706.02,176.51,10.0171,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P06,684.33,171.08,9.9768,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P07,667.06,166.76,9.9627,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P08,657.72,164.43,9.9781,0.15,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P09,658.21,164.55,10.0194,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P10,668.43,167.11,10.0765,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P11,686.3,171.57,10.1353,0.0,SHR-NODE-0031,0.9148
NODE-0031,RCP-00046,P12,708.19,177.05,10.1814,0.15,SHR-NODE-0031,0.9148
NODE-0030,RCP-00047,P01,724.38,181.09,13.3168,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P02,740.7,185.17,13.2474,0.15,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P03,748.83,187.21,13.169,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P04,747.11,186.78,13.1007,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P05,735.9,183.97,13.0593,0.15,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P06,717.47,179.37,13.0549,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P07,695.56,173.89,13.0886,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P08,674.62,168.66,13.1521,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P09,658.91,164.73,13.2299,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P10,651.62,162.9,13.303,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P11,654.22,163.55,13.3533,0.0,SHR-NODE-0030,0.8615
NODE-0030,RCP-00047,P12,666.19,166.55,13.3688,0.0,SHR-NODE-0030,0.8615
NODE-0032,RCP-00048,P01,708.93,177.23,10.5829,0.0,SHR-NODE-0032,1.1645
NODE-0032,RCP-00048,P02,687.58,171.89,10.5302,0.15,SHR-NODE-0032,1.1645
