node_id,material_id,period_id,standard_unit_cost_eur,derivation_method,baseline_only_flag,prohibited_for_recursive_model_flag
NODE-0027,MAT-0022,P04,150.413965,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P05,150.025929,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P06,149.678623,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P07,149.458389,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P08,149.419919,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P09,149.573631,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P10,149.882569,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P11,150.272325,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P12,150.648217,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P01,142.091235,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P02,141.942603,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P03,141.693966,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P04,141.408804,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P05,141.16034,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P06,141.012278,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P07,141.004394,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P08,141.141369,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P09,141.392897,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P10,141.700369,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P11,141.991897,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0024,P12,142.198846,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P01,195.515161,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P02,195.278896,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P03,194.992781,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P04,194.729747,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P05,194.55735,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P06,194.520942,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P07,194.632147,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P08,194.867224,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P09,195.171228,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P10,195.473171,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P11,195.701787,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0025,P12,195.804457,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P01,294.917309,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P02,294.317592,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P03,293.668169,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P04,293.129703,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P05,292.836041,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P06,292.860383,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P07,293.19886,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P08,293.770135,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P09,294.436111,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P10,295.035502,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P11,295.42318,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0027,P12,295.506067,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P01,131.303933,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P02,131.191318,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P03,131.069126,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P04,130.973615,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P05,130.934563,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P06,130.967911,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P07,131.071843,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P08,131.227309,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P09,131.402606,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P10,131.561196,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P11,131.670619,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0022,P12,131.710459,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P01,170.412513,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P02,170.338531,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P03,170.145302,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P04,169.881884,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P05,169.614523,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P06,169.4104,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P07,169.321247,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P08,169.370627,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P09,169.548182,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P10,169.812211,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P11,170.099772,SYNTHETIC_STANDARD_COST,true,true
NODE-0028,MAT-0028,P12,170.342227,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P01,482.274052,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P02,481.812081,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P03,481.210359,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P04,480.620898,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P05,480.192877,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P06,480.035768,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P07,480.192862,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P08,480.630444,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P09,481.246168,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P10,481.893978,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P11,482.42007,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0029,P12,482.700408,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P01,384.636369,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P02,384.119441,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P03,383.528865,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P04,383.012454,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P05,382.700169,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P06,382.671979,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P07,382.937815,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P08,383.436483,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P09,384.04881,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P10,384.628722,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P11,385.037208,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0033,P12,385.178003,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P01,328.979396,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P02,328.960829,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P03,328.724651,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P04,328.325942,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P05,327.860049,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P06,327.438384,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P07,327.161569,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P08,327.094951,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P09,327.25237,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P10,327.592683,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P11,328.02986,SYNTHETIC_STANDARD_COST,true,true
NODE-0029,MAT-0035,P12,328.454605,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P01,493.564104,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P02,493.19505,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P03,492.483759,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P04,491.606121,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P05,490.778955,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P06,490.206649,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P07,490.030921,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P08,490.29724,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P09,490.941855,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P10,491.80888,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P11,492.688024,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0030,P12,493.365811,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P01,450.296687,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P02,450.011365,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P03,449.556419,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P04,449.053441,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P05,448.637994,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P06,448.422537,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P07,448.471729,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P08,448.784555,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P09,449.296688,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P10,449.892877,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P11,450.439632,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0034,P12,450.813943,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P01,191.806547,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P02,191.415644,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P03,191.004893,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P04,190.67398,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P05,190.503297,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P06,190.533694,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P07,190.757062,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P08,191.117711,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P09,191.526871,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P10,191.883333,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P11,192.098997,SYNTHETIC_STANDARD_COST,true,true
NODE-0030,MAT-0036,P12,192.120319,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P01,223.780835,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P02,223.645856,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P03,223.296763,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P04,222.817795,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P05,222.325187,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P06,221.938436,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P07,221.751187,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P08,221.808051,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P09,222.0942,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P10,222.538248,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P11,223.030661,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0029,P12,223.449432,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P01,404.540428,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P02,404.013893,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P03,403.340154,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P04,402.682425,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P05,402.200741,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P06,402.011909,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P07,402.160875,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P08,402.61004,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P09,403.248327,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P10,403.918388,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P11,404.454597,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0031,P12,404.724757,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P01,340.007934,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P02,339.413276,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P03,338.687199,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P04,338.008865,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P05,337.546023,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P06,337.413073,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P07,337.644471,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P08,338.184567,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P09,338.902909,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P10,339.625003,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P11,340.175291,SYNTHETIC_STANDARD_COST,true,true
NODE-0031,MAT-0035,P12,340.420933,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P01,354.91267,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P02,354.754723,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P03,354.387285,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P04,353.906523,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P05,353.436677,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P06,353.098838,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P07,352.982182,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P08,353.121592,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P09,353.489202,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P10,354.001213,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P11,354.538738,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0030,P12,354.976368,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P01,354.333219,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P02,353.868563,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P03,353.285521,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P04,352.728439,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P05,352.335371,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P06,352.20425,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P07,352.368865,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P08,352.790566,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P09,353.367721,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P10,353.960807,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P11,354.426231,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0032,P12,354.651641,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P01,240.611653,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P02,240.364842,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P03,240.108861,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P04,239.905453,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P05,239.803495,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P06,239.826946,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P07,239.969167,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P08,240.194372,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P09,240.446465,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P10,240.662793,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P11,240.789445,SYNTHETIC_STANDARD_COST,true,true
NODE-0032,MAT-0036,P12,240.794457,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P01,312.08485,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P02,311.555387,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P03,310.951481,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P04,310.423152,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P05,310.101932,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P06,310.068643,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P07,310.333595,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P08,310.834101,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P09,311.449786,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P10,312.032077,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P11,312.440595,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0031,P12,312.577472,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P01,852.520482,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P02,852.112858,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P03,851.099235,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P04,849.738852,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P05,848.378128,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P06,847.361683,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P07,846.950755,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P08,847.25797,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P09,848.220941,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P10,849.615243,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P11,851.11227,SYNTHETIC_STANDARD_COST,true,true
NODE-0033,MAT-0033,P12,852.357659,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P01,188.886063,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P02,188.670294,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P03,188.30688,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P04,187.886634,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P05,187.514826,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P06,187.284641,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P07,187.255042,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P08,187.435164,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P09,187.783296,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P10,188.216239,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P11,188.630574,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0032,P12,188.926895,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P01,189.39514,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P02,189.197621,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P03,188.851104,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P04,188.438532,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P05,188.058941,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P06,187.803752,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P07,187.733248,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P08,187.862814,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P09,188.158977,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P10,188.547318,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P11,188.930836,SYNTHETIC_STANDARD_COST,true,true
NODE-0034,MAT-0034,P12,189.213821,SYNTHETIC_STANDARD_COST,true,true
