contract_id,material_id,period_id,unit_price,currency,price_source,scenario_sensitive_flag
CTR-00028,MAT-0010,P08,66.057075,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P09,66.679865,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P10,67.107821,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P11,67.271353,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P12,67.165224,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P01,31.431449,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P02,31.464644,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P03,31.366653,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P04,31.177626,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P05,30.960426,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P06,30.785146,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P07,30.711815,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P08,30.775661,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P09,30.978515,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P10,31.28836,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P11,31.647031,MYR,SYNTHETIC_FIXED,true
CTR-00029,MAT-0005,P12,31.984204,MYR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P01,914.019746,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P02,916.06723,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P03,915.518245,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P04,912.356177,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P05,907.184105,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P06,901.088528,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P07,895.392241,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P08,891.339837,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P09,889.783844,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P10,890.956995,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P11,894.404022,ZAR,SYNTHETIC_FIXED,true
CTR-00030,MAT-0011,P12,899.100972,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P01,161.543679,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P02,161.592094,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P03,161.142524,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P04,160.277129,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P05,159.176469,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P06,158.078286,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P07,157.222542,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P08,156.793263,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P09,156.870841,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P10,157.408996,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P11,158.245187,ZAR,SYNTHETIC_FIXED,true
CTR-00031,MAT-0006,P12,159.142936,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P01,246.134752,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P02,244.027287,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P03,242.620623,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P04,242.207202,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P05,242.843286,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P06,244.335126,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P07,246.280203,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P08,248.159354,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P09,249.463251,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P10,249.82309,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P11,249.107758,ZAR,SYNTHETIC_FIXED,true
CTR-00032,MAT-0006,P12,247.457071,ZAR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P01,33.284505,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P02,33.172624,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P03,32.945514,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P04,32.658779,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P05,32.382622,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P06,32.184656,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P07,32.11335,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P08,32.186162,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P09,32.385265,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P10,32.661912,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P11,32.94837,EUR,SYNTHETIC_FIXED,true
CTR-00033,MAT-0007,P12,33.174504,EUR,SYNTHETIC_FIXED,true
